Date,Open,High,Low,Close,Adj Close,Volume,Total traded
2019-12-31,4217.81982421875,4218.02978515625,4192.77001953125,4196.47021484375,4196.47021484375,34536100,145667047231.20117
2020-01-02,4196.47021484375,4238.7099609375,4196.47021484375,4231.66015625,4231.66015625,79364400,333050340718.9453
2020-01-03,4231.66015625,4236.91015625,4200.8701171875,4235.64990234375,4235.64990234375,83366200,352777426917.96875
2020-01-06,4235.64990234375,4235.64990234375,4184.39013671875,4206.97021484375,4206.97021484375,90224600,382159818179.0039
2020-01-07,4206.93017578125,4223.56982421875,4202.080078125,4209.33984375,4209.33984375,97139500,408659093810.30273
2020-01-08,4209.33984375,4209.33984375,4180.77978515625,4203.43994140625,4203.43994140625,153569300,646425373266.7969
2020-01-09,4203.43994140625,4227.8701171875,4203.43994140625,4213.77001953125,4213.77001953125,147004900,617926268242.4316
2020-01-10,4213.77001953125,4230.580078125,4206.5498046875,4206.72021484375,4206.72021484375,123696400,521228181843.9453
2020-01-13,4206.72021484375,4235.3701171875,4206.419921875,4225.77978515625,4225.77978515625,113700200,478304929771.77734
2020-01-14,4225.77978515625,4243.97998046875,4212.5498046875,4229.22998046875,4229.22998046875,117803600,497812071498.6328
2020-01-15,4229.22998046875,4237.7099609375,4221.259765625,4237.58984375,4237.58984375,127340800,538553529096.875
2020-01-16,4237.58984375,4244.31982421875,4215.06982421875,4222.7900390625,4222.7900390625,113730400,481942787965.625
2020-01-17,4222.7900390625,4264.83984375,4222.7900390625,4257.93017578125,4257.93017578125,103291100,436176628203.8086
2020-01-20,4257.93017578125,4262.330078125,4240.58984375,4245.56982421875,4245.56982421875,107433200,457443064160.7422
2020-01-21,4245.56982421875,4245.56982421875,4195.18017578125,4223.35009765625,4223.35009765625,121423000,515509824766.1133
2020-01-22,4223.35009765625,4235.9599609375,4202.72998046875,4206.93017578125,4206.93017578125,113113700,477718755941.25977
2020-01-23,4206.93017578125,4207.14013671875,4168.5400390625,4170.33984375,4170.33984375,118618900,499021429827.9785
2020-01-24,4170.33984375,4237.52001953125,4170.33984375,4213.14013671875,4213.14013671875,107670600,449022993180.46875
2020-01-27,4213.14013671875,4213.14013671875,4112.7099609375,4118.990234375,4118.990234375,115271500,485654983269.7754
2020-01-28,4118.990234375,4160.580078125,4118.419921875,4154.58984375,4154.58984375,99591200,410215180229.6875
2020-01-29,4154.58984375,4172.0400390625,4146.490234375,4157.330078125,4157.330078125,98395000,408790867675.78125
2020-01-30,4157.330078125,4157.330078125,4093.139892578125,4105.31982421875,4105.31982421875,112610400,468158603029.6875
2020-01-31,4105.31982421875,4118.5498046875,4052.719970703125,4057.469970703125,4057.469970703125,118855100,487938198239.50195
2020-02-03,4057.469970703125,4093.389892578125,4057.030029296875,4076.18994140625,4076.18994140625,114963600,466461354723.9258
2020-02-04,4076.18994140625,4137.56005859375,4076.18994140625,4136.759765625,4136.759765625,116308300,474094722562.06055
2020-02-05,4136.759765625,4173.830078125,4122.919921875,4159.02978515625,4159.02978515625,137603000,569230554029.2969
2020-02-06,4159.02978515625,4187.33984375,4159.02978515625,4170.89013671875,4170.89013671875,107486900,447041218614.1113
2020-02-07,4170.89013671875,4171.89990234375,4137.759765625,4151.14990234375,4151.14990234375,109900300,458382077292.43164
2020-02-10,4151.14990234375,4151.18017578125,4131.7001953125,4141.6201171875,4141.6201171875,111506600,462880611700.6836
2020-02-11,4141.6201171875,4183.89990234375,4141.6201171875,4170.06982421875,4170.06982421875,118523000,490877241149.41406
2020-02-12,4170.06982421875,4196.60009765625,4170.06982421875,4191.169921875,4191.169921875,105190500,438651729844.4824
2020-02-13,4191.169921875,4191.169921875,4127.1298828125,4150.02001953125,4150.02001953125,129365800,542194049879.2969
2020-02-14,4150.02001953125,4161.43017578125,4129.509765625,4135.06982421875,4135.06982421875,109823100,455768063606.9824
2020-02-17,4135.06982421875,4156.0498046875,4135.06982421875,4147.10009765625,4147.10009765625,82233600,340041677896.875
2020-02-18,4147.10009765625,4147.10009765625,4107.35009765625,4118.83984375,4118.83984375,122295200,507170435862.8906
2020-02-19,4118.83984375,4160.2900390625,4118.83984375,4158.2998046875,4158.2998046875,105495600,434519480620.3125
2020-02-20,4158.2998046875,4172.240234375,4150.18994140625,4150.18994140625,4150.18994140625,125373800,521341848052.9297
2020-02-21,4150.18994140625,4150.2099609375,4116.39013671875,4132.7099609375,4132.7099609375,141843200,588676221896.875
2020-02-24,4132.7099609375,4132.7099609375,3976.43994140625,3998.1298828125,3998.1298828125,158763100,656121844799.3164
